MNDR ID	ncRNA Symbol	ncRNA Category	Species	Disease	DO ID	MeSH ID	References	Score
MNDR-E-CIRC-0001	ACP6	circRNA	Homo sapiens	Lung cancer	DOID:1324	D008175	28685964	0.795006
MNDR-E-CIRC-0002	AFAP1	circRNA	Homo sapiens	Gastric cancer	DOID:10534	D013274	28639908	0.795006
MNDR-E-CIRC-0003	AFF2	circRNA	Homo sapiens	Acute myeloid leukemia	DOID:9119	D015470	28282919	0.795006
MNDR-E-CIRC-0004	AKT2	circRNA	Homo sapiens	Pancreatic ductal adenocarcinoma	DOID:3498	D021441	27997903	0.795006
MNDR-E-CIRC-0005	ALDH1A2	circRNA	Homo sapiens	Gastric cancer	DOID:10534	D013274	28544609	0.795006
MNDR-E-CIRC-0006	ALDH5A1	circRNA	Homo sapiens	Familial hereditary ocular diseases			28624226	0.795006
MNDR-E-CIRC-0007	ANAPC7	circRNA	Homo sapiens	Pancreatic ductal adenocarcinoma	DOID:3498	D021441	27997903	0.795006
MNDR-E-CIRC-0008	ARHGAP26	circRNA	Homo sapiens	Gastric cancer	DOID:10534	D013274	28544609	0.795006
MNDR-E-CIRC-0009	ARHGAP5	circRNA	Homo sapiens	Colon cancer	DOID:219	D003110	27892494	0.888683
MNDR-E-CIRC-0010	ARHGAP5	circRNA	Homo sapiens	Epithelial ovarian carcinoma		D000077216	27119352	0.99029
MNDR-E-CIRC-0011	ARHGEF12	circRNA	Homo sapiens	Gastric cancer	DOID:10534	D013274	28544609	0.795006
MNDR-E-CIRC-0012	ARID1A	circRNA	Homo sapiens	Pancreatic ductal adenocarcinoma	DOID:3498	D021441	27997903	0.795006
MNDR-E-CIRC-0013	ARID1A	circRNA	Homo sapiens	Colorectal cancer	DOID:9256	D015179	28656150	0.795006
MNDR-E-CIRC-0014	ASAP1	circRNA	Homo sapiens	Gastric cancer	DOID:10534	D013274	28974900	0.795006
MNDR-E-CIRC-0015	ASPH	circRNA	Homo sapiens	Gastric cancer	DOID:10534	D013274	28544609	0.795006
MNDR-E-CIRC-0016	ASXL1	circRNA	Homo sapiens	Stomach cancer	DOID:10534	D013274	29109417	0.795006
MNDR-E-CIRC-0017	ASXL1	circRNA	Homo sapiens	Colon cancer	DOID:219	D003110	27892494	0.795006
MNDR-E-CIRC-0018	ATG4C	circRNA	Homo sapiens	Coronary artery disease	DOID:3393	D003324	28045104	0.795006
MNDR-E-CIRC-0019	ATIC	circRNA	Homo sapiens	Acute myeloid leukemia	DOID:9119	D015470	28282919	0.795006
MNDR-E-CIRC-0020	BCRC4	circRNA	Homo sapiens	Bladder carcinoma	DOID:4007		29270748	0.999424
MNDR-E-CIRC-0021	BGN	circRNA	Homo sapiens	Gastric cancer	DOID:10534	D013274	28639908	0.795006
MNDR-E-CIRC-0022	BICD2	circRNA	Homo sapiens	Stomach cancer	DOID:10534	D013274	29098316	0.982118
MNDR-E-CIRC-0023	C6orf132	circRNA	Homo sapiens	Gastric cancer	DOID:10534	D013274	28737829	0.795006
MNDR-E-CIRC-0024	CADPS2	circRNA	Homo sapiens	Coronary artery disease	DOID:3393	D003324	28045103	0.795006
MNDR-E-CIRC-0025	cAFF1	circRNA	Homo sapiens	Hypoxia		D000860	26377962	0.982118
MNDR-E-CIRC-0026	CASC15	circRNA	Homo sapiens	Stomach cancer	DOID:10534	D013274	29098316	0.982118
MNDR-E-CIRC-0027	CCDC66	circRNA	Homo sapiens	Colon cancer	DOID:219	D003110	28249903	0.982118
MNDR-E-CIRC-0028	CCNB1	circRNA	Homo sapiens	Liver fibrosis		D008103	28774651	0.795006
MNDR-E-CIRC-0029	CCT3	circRNA	Homo sapiens	Gastric cancer	DOID:10534	D013274	28544609	0.795006
MNDR-E-CIRC-0030	CD44	circRNA	Homo sapiens	Gastric cancer	DOID:10534	D013274	28639908	0.795006
MNDR-E-CIRC-0031	cDENND4C	circRNA	Homo sapiens	Hypoxia		D000860	26377962	0.982118
MNDR-E-CIRC-0032	CDKN2B-AS1	circRNA	Homo sapiens	Melanoma	DOID:1909	D008545	28653984	0.795006
MNDR-E-CIRC-0033	CDKN2B-AS1	circRNA	Homo sapiens	Arteriosclerotic cardiovascular disease	DOID:2348	D050197	21151960	0.795006
MNDR-E-CIRC-0034	CDKN3	circRNA	Homo sapiens	Gastric cancer	DOID:10534	D013274	28639908	0.795006
MNDR-E-CIRC-0035	CDR1	circRNA	Homo sapiens	Glioma	DOID:3070	D005910	26683098	0.795006
MNDR-E-CIRC-0036	CDR1	circRNA	Homo sapiens	Pancreatic ductal adenocarcinoma	DOID:3498	D021441	27997903	0.795006
MNDR-E-CIRC-0037	CDR1as	circRNA	Homo sapiens	Esophageal carcinoma	DOID:1107	D000077277	28134598	0.795006
MNDR-E-CIRC-0038	CDR1as	circRNA	Homo sapiens	Breast cancer	DOID:1612	D001943	28134598	0.795006
MNDR-E-CIRC-0039	CDR1as	circRNA	Homo sapiens	Astrocytoma	DOID:3069	D001254	28134598	0.795006
MNDR-E-CIRC-0040	CDR1as	circRNA	Homo sapiens	Lung carcinoma	DOID:3905	D055752	28134598	0.795006
MNDR-E-CIRC-0041	CDR1as	circRNA	Homo sapiens	Cervical cancer	DOID:4362	D002583	28134598	0.795006
MNDR-E-CIRC-0042	CDR1as	circRNA	Homo sapiens	Gastric carcinoma	DOID:5517		28134598	0.795006
MNDR-E-CIRC-0043	CDR1as	circRNA	Homo sapiens	Hepatocellular carcinoma	DOID:684	D006528	28134598	1
MNDR-E-CIRC-0044	CDR1as	circRNA	Homo sapiens	Neuroblastoma	DOID:769	D009447	28134598	0.795006
MNDR-E-CIRC-0045	CDR1as	circRNA	Homo sapiens	Tongue cancer	DOID:8649	D014062	28134598	0.795006
MNDR-E-CIRC-0046	CDR1as	circRNA	Homo sapiens	Colorectal cancer	DOID:9256	D015179	28134598	0.999986
MNDR-E-CIRC-0047	CDR1as	circRNA	Homo sapiens	Schwannoma tumor		D009464	28134598	0.795006
MNDR-E-CIRC-0048	CDR1-AS	circRNA	Homo sapiens	Cancer	DOID:162	D009369	28253710	0.982118
MNDR-E-CIRC-0048	CDR1-AS	circRNA	Homo sapiens	Cancer	DOID:162	D009369	29069731	0.982118
MNDR-E-CIRC-0049	CDR1-AS	circRNA	Homo sapiens	Glioblastoma	DOID:3068	D005909	26683098	0.999424
MNDR-E-CIRC-0050	CDR1-AS	circRNA	Homo sapiens	Cholangiocarcinoma	DOID:4947	D018281	29424892	0.795006
MNDR-E-CIRC-0051	CDR1-AS	circRNA	Homo sapiens	Myocardial infarction	DOID:5844	D009203	26998750	0.999424
MNDR-E-CIRC-0052	CDR1-AS	circRNA	Homo sapiens	Hepatocellular carcinoma	DOID:684	D006528	27391479	1
MNDR-E-CIRC-0052	CDR1-AS	circRNA	Homo sapiens	Hepatocellular carcinoma	DOID:684	D006528	27614453	1
MNDR-E-CIRC-0053	CDR1-AS	circRNA	Homo sapiens	Colorectal cancer	DOID:9256	D015179	28435295	0.999986
MNDR-E-CIRC-0054	CELSR1	circRNA	Homo sapiens	Gastric cancer	DOID:10534	D013274	28544609	0.795006
MNDR-E-CIRC-0055	CEP128	circRNA	Homo sapiens	Gastric cancer	DOID:10534	D013274	28737829	0.795006
MNDR-E-CIRC-0056	CFLAR	circRNA	Homo sapiens	Stomach cancer	DOID:10534	D013274	29109417	0.795006
MNDR-E-CIRC-0057	CGNL1	circRNA	Homo sapiens	Gastric cancer	DOID:10534	D013274	28831102	0.795006
MNDR-E-CIRC-0058	circ_ABCA13	circRNA	Homo sapiens	Non small cell lung cancer	DOID:3908	D002289	29722168	0.795006
MNDR-E-CIRC-0059	Circ_ADCY1	circRNA	Homo sapiens	Glioma	DOID:3070	D005910	26873924	0.795006
MNDR-E-CIRC-0060	circ_AKT3	circRNA	Homo sapiens	Glioblastoma	DOID:3068	D005909	26873924	0.982118
MNDR-E-CIRC-0061	circ_AKT3	circRNA	Homo sapiens	Glioma	DOID:3070	D005910	26873924	0.795006
MNDR-E-CIRC-0062	circ_ATRNL1	circRNA	Homo sapiens	Glioblastoma	DOID:3068	D005909	26873924	0.982118
MNDR-E-CIRC-0063	circ_ATRNL1	circRNA	Homo sapiens	Glioma	DOID:3070	D005910	26873924	0.795006
MNDR-E-CIRC-0064	Circ_BEND6	circRNA	Homo sapiens	Glioma	DOID:3070	D005910	26873924	0.795006
MNDR-E-CIRC-0065	circ_CCSER1	circRNA	Homo sapiens	Non small cell lung cancer	DOID:3908	D002289	29722168	0.795006
MNDR-E-CIRC-0066	circ_CCT4	circRNA	Homo sapiens	Epilepsy temporal lobe	DOID:3328	D004833	29428937	0.795006
MNDR-E-CIRC-0067	circ_CDR1	circRNA	Homo sapiens	Glioblastoma	DOID:3068	D005909	26873924	0.982118
MNDR-E-CIRC-0068	circ_CDR1	circRNA	Homo sapiens	Glioma	DOID:3070	D005910	26873924	0.795006
MNDR-E-CIRC-0069	Circ_CEP192	circRNA	Homo sapiens	Glioma	DOID:3070	D005910	26873924	0.795006
MNDR-E-CIRC-0070	circ_CLIP2	circRNA	Homo sapiens	Glioblastoma	DOID:3068	D005909	26873924	0.982118
MNDR-E-CIRC-0071	circ_CLIP2	circRNA	Homo sapiens	Glioma	DOID:3070	D005910	26873924	0.795006
MNDR-E-CIRC-0072	circ_COL1A2	circRNA	Homo sapiens	Glioblastoma	DOID:3068	D005909	26873924	0.982118
MNDR-E-CIRC-0073	circ_COL1A2	circRNA	Homo sapiens	Glioma	DOID:3070	D005910	26873924	0.795006
MNDR-E-CIRC-0074	circ_CORO1C	circRNA	Homo sapiens	Glioblastoma	DOID:3068	D005909	26873924	0.982118
MNDR-E-CIRC-0075	Circ_CORO1C	circRNA	Homo sapiens	Glioma	DOID:3070	D005910	26873924	0.795006
MNDR-E-CIRC-0076	Circ_CRKL	circRNA	Homo sapiens	Glioma	DOID:3070	D005910	26873924	0.795006
MNDR-E-CIRC-0077	circ_DMBT1	circRNA	Homo sapiens	Non small cell lung cancer	DOID:3908	D002289	29722168	0.795006
MNDR-E-CIRC-0078	circ_DNAH14	circRNA	Homo sapiens	Non small cell lung cancer	DOID:3908	D002289	29722168	0.795006
MNDR-E-CIRC-0079	circ_DROSHA	circRNA	Homo sapiens	Epilepsy temporal lobe	DOID:3328	D004833	29428937	0.795006
MNDR-E-CIRC-0080	circ_EFCAB2	circRNA	Homo sapiens	Epilepsy temporal lobe	DOID:3328	D004833	29428937	0.795006
MNDR-E-CIRC-0081	Circ_EML5	circRNA	Homo sapiens	Glioma	DOID:3070	D005910	26873924	0.795006
MNDR-E-CIRC-0082	circ_EPCAM	circRNA	Homo sapiens	Non small cell lung cancer	DOID:3908	D002289	29722168	0.795006
MNDR-E-CIRC-0083	circ_EPHB4	circRNA	Homo sapiens	Glioblastoma	DOID:3068	D005909	26873924	0.982118
MNDR-E-CIRC-0084	circ_EPHB4	circRNA	Homo sapiens	Glioma	DOID:3070	D005910	26873924	0.795006
MNDR-E-CIRC-0085	Circ_ERC1	circRNA	Homo sapiens	Glioma	DOID:3070	D005910	26873924	0.795006
MNDR-E-CIRC-0086	Circ_ETFA	circRNA	Homo sapiens	Glioma	DOID:3070	D005910	26873924	0.795006
MNDR-E-CIRC-0087	circ_FKBP8	circRNA	Homo sapiens	Glioblastoma	DOID:3068	D005909	26873924	0.982118
MNDR-E-CIRC-0088	circ_FKBP8	circRNA	Homo sapiens	Glioma	DOID:3070	D005910	26873924	0.795006
MNDR-E-CIRC-0089	circ_GLIS3	circRNA	Homo sapiens	Glioblastoma	DOID:3068	D005909	26873924	0.982118
MNDR-E-CIRC-0090	circ_GLIS3	circRNA	Homo sapiens	Glioma	DOID:3070	D005910	26873924	0.795006
MNDR-E-CIRC-0091	Circ_HIPK3	circRNA	Homo sapiens	Glioma	DOID:3070	D005910	26873924	0.795006
MNDR-E-CIRC-0092	Circ_KCNN2	circRNA	Homo sapiens	Glioma	DOID:3070	D005910	26873924	0.795006
MNDR-E-CIRC-0093	Circ_MAN1A2	circRNA	Homo sapiens	Glioma	DOID:3070	D005910	26873924	0.795006
MNDR-E-CIRC-0094	Circ_MCTP1	circRNA	Homo sapiens	Glioma	DOID:3070	D005910	26873924	0.795006
MNDR-E-CIRC-0095	Circ_MED12L	circRNA	Homo sapiens	Glioma	DOID:3070	D005910	26873924	0.795006
MNDR-E-CIRC-0096	circ_MUC16	circRNA	Homo sapiens	Non small cell lung cancer	DOID:3908	D002289	29722168	0.795006
MNDR-E-CIRC-0097	circ_NUSAP1	circRNA	Homo sapiens	Non small cell lung cancer	DOID:3908	D002289	29722168	0.795006
MNDR-E-CIRC-0098	circ_PLOD2	circRNA	Homo sapiens	Glioblastoma	DOID:3068	D005909	26873924	0.982118
MNDR-E-CIRC-0099	circ_PLOD2	circRNA	Homo sapiens	Glioma	DOID:3070	D005910	26873924	0.795006
MNDR-E-CIRC-0100	circ_PTN	circRNA	Homo sapiens	Glioblastoma	DOID:3068	D005909	26873924	0.982118
MNDR-E-CIRC-0101	circ_PTN	circRNA	Homo sapiens	Glioma	DOID:3070	D005910	26873924	0.795006
MNDR-E-CIRC-0102	Circ_R3HDM1	circRNA	Homo sapiens	Glioma	DOID:3070	D005910	26873924	0.795006
MNDR-E-CIRC-0103	circ_RIMS1	circRNA	Homo sapiens	Glioblastoma	DOID:3068	D005909	26873924	0.982118
MNDR-E-CIRC-0104	Circ_RIMS1	circRNA	Homo sapiens	Glioma	DOID:3070	D005910	26873924	0.795006
MNDR-E-CIRC-0105	Circ_RNF10	circRNA	Homo sapiens	Glioma	DOID:3070	D005910	26873924	0.795006
MNDR-E-CIRC-0106	circ_RNF10	circRNA	Homo sapiens	Tuberculosis	DOID:399	D014376	29448254	0.795006
MNDR-E-CIRC-0107	Circ_SAFB2	circRNA	Homo sapiens	Glioma	DOID:3070	D005910	26873924	0.795006
MNDR-E-CIRC-0108	circ_SDHA	circRNA	Homo sapiens	Primary great saphenous vein varicosities	DOID:799	D014648	29577902	0.795006
MNDR-E-CIRC-0109	Circ_SLC8A1	circRNA	Homo sapiens	Glioma	DOID:3070	D005910	26873924	0.795006
MNDR-E-CIRC-0110	Circ_SMARCA5	circRNA	Homo sapiens	Glioma	DOID:3070	D005910	26873924	0.795006
MNDR-E-CIRC-0111	circ_SMO	circRNA	Homo sapiens	Glioblastoma	DOID:3068	D005909	26873924	0.982118
MNDR-E-CIRC-0112	circ_SMO	circRNA	Homo sapiens	Glioma	DOID:3070	D005910	26873924	0.795006
MNDR-E-CIRC-0113	circ_SPTAN1	circRNA	Homo sapiens	Glioblastoma	DOID:3068	D005909	26873924	0.982118
MNDR-E-CIRC-0114	circ_SPTAN1	circRNA	Homo sapiens	Glioma	DOID:3070	D005910	26873924	0.795006
MNDR-E-CIRC-0115	circ_STK17A	circRNA	Homo sapiens	Epilepsy temporal lobe	DOID:3328	D004833	29428937	0.795006
MNDR-E-CIRC-0116	circ_STK24	circRNA	Homo sapiens	Epilepsy temporal lobe	DOID:3328	D004833	29428937	0.795006
MNDR-E-CIRC-0117	Circ_STXBP5L	circRNA	Homo sapiens	Glioma	DOID:3070	D005910	26873924	0.795006
MNDR-E-CIRC-0118	circ_TCONS	circRNA	Homo sapiens	Non small cell lung cancer	DOID:3908	D002289	29722168	0.795006
MNDR-E-CIRC-0119	circ_UBQLN1	circRNA	Homo sapiens	Epilepsy temporal lobe	DOID:3328	D004833	29428937	0.795006
MNDR-E-CIRC-0120	circ_UGGT2	circRNA	Homo sapiens	Non small cell lung cancer	DOID:3908	D002289	29722168	0.795006
MNDR-E-CIRC-0121	circ_UNC13C	circRNA	Homo sapiens	Glioblastoma	DOID:3068	D005909	26873924	0.982118
MNDR-E-CIRC-0122	circ_UNC13C	circRNA	Homo sapiens	Glioma	DOID:3070	D005910	26873924	0.795006
MNDR-E-CIRC-0123	Circ_UNC79	circRNA	Homo sapiens	Glioma	DOID:3070	D005910	26873924	0.795006
MNDR-E-CIRC-0124	circ_USP9Y	circRNA	Homo sapiens	Epilepsy temporal lobe	DOID:3328	D004833	29428937	0.795006
MNDR-E-CIRC-0125	circ_VPS37C	circRNA	Homo sapiens	Epilepsy temporal lobe	DOID:3328	D004833	29428937	0.795006
MNDR-E-CIRC-0126	circ_WHSC1	circRNA	Homo sapiens	Non small cell lung cancer	DOID:3908	D002289	29722168	0.795006
MNDR-E-CIRC-0127	Circ_ZNF148	circRNA	Homo sapiens	Glioma	DOID:3070	D005910	26873924	0.795006
MNDR-E-CIRC-0128	circ_ZNF483	circRNA	Homo sapiens	Glioblastoma	DOID:3068	D005909	26873924	0.982118
MNDR-E-CIRC-0129	circ_ZNF483	circRNA	Homo sapiens	Glioma	DOID:3070	D005910	26873924	0.795006
MNDR-E-CIRC-0130	circ0817	circRNA	Homo sapiens	Colorectal cancer	DOID:9256	D015179	25624062	0.982118
MNDR-E-CIRC-0131	circ-101368	circRNA	Homo sapiens	Hepatocellular cancer	DOID:3571	D008113	30265210	1
MNDR-E-CIRC-0132	circ-102004	circRNA	Homo sapiens	Prostate cancer	DOID:10283	D011471	30219508	1
MNDR-E-CIRC-0133	Circ-104916	circRNA	Homo sapiens	Gastric cancer	DOID:10534	D013274	28761361	0.999986
MNDR-E-CIRC-0134	circ3204	circRNA	Homo sapiens	Colorectal cancer	DOID:9256	D015179	25624062	0.795006
MNDR-E-CIRC-0135	circ5379-6	circRNA	Homo sapiens	Hepatocellular cancer	DOID:3571	D008113	30662602	0.795006
MNDR-E-CIRC-0136	circ6229	circRNA	Homo sapiens	Colorectal cancer	DOID:9256	D015179	25624062	0.982118
MNDR-E-CIRC-0137	circ7374	circRNA	Homo sapiens	Colorectal cancer	DOID:9256	D015179	25624062	0.982118
MNDR-E-CIRC-0138	circ7780	circRNA	Homo sapiens	Colorectal cancer	DOID:9256	D015179	25624062	0.982118
MNDR-E-CIRC-0139	circ8924	circRNA	Homo sapiens	Cervical cancer	DOID:4362	D002583	30007986	0.999424
MNDR-E-CIRC-0140	circAF4	circRNA	Homo sapiens	Leukemia	DOID:1240	D007938	31623653	0.999986
MNDR-E-CIRC-0141	circAHNAK1	circRNA	Homo sapiens	Triple negative breast cancer	DOID:0060081	D064726	31857500	0.795006
MNDR-E-CIRC-0142	circALPK2	circRNA	Homo sapiens	Heart disease	DOID:114	D006331	29523209	0.795006
MNDR-E-CIRC-0143	circALPK2-2	circRNA	Homo sapiens	Heart disease	DOID:114	D006331	28082450	0.999424
MNDR-E-CIRC-0144	circAMOTL	circRNA	Homo sapiens	Cervical cancer	DOID:4362	D002583	31812104	0.795006
MNDR-E-CIRC-0145	circAmotl1	circRNA	Homo sapiens	Lung cancer	DOID:1324	D008175	28622299	0.795006
MNDR-E-CIRC-0146	circAmotl1	circRNA	Homo sapiens	Breast cancer	DOID:1612	D001943	28622299	0.795006
MNDR-E-CIRC-0147	circAmotl1	circRNA	Homo sapiens	Glioblastoma	DOID:3068	D005909	28622299	0.795006
MNDR-E-CIRC-0148	circAmotl1	circRNA	Homo sapiens	Glioma	DOID:3070	D005910	28622299	0.795006
MNDR-E-CIRC-0149	circAmotl1	circRNA	Homo sapiens	Cervical cancer	DOID:4362	D002583	28622299	0.795006
MNDR-E-CIRC-0150	circ-Amotl1	circRNA	Homo sapiens	Cardiovascular system disease	DOID:1287	D002318	29109781	0.795006
MNDR-E-CIRC-0151	circ-Amotl1	circRNA	Homo sapiens	Cancer	DOID:162	D009369	28622299	0.795006
MNDR-E-CIRC-0152	circAMOTL1L	circRNA	Homo sapiens	Prostate cancer	DOID:10283	D011471	30531834	1
MNDR-E-CIRC-0153	circANF609	circRNA	Homo sapiens	Nasopharyngeal cancer		D009303	32273713	0.999424
MNDR-E-CIRC-0154	circANRIL	circRNA	Homo sapiens	Kawasaki disease	DOID:13378	D009080	30843267	0.795006
MNDR-E-CIRC-0155	circANRIL	circRNA	Homo sapiens	Atherosclerosis	DOID:1936	D050197	27539542	1
MNDR-E-CIRC-0156	circANRIL	circRNA	Homo sapiens	Arteriosclerotic cardiovascular disease	DOID:2348	D050197	21151960	0.982118
MNDR-E-CIRC-0157	circARHGAP5-1	circRNA	Homo sapiens	Heart disease	DOID:114	D006331	28082450	0.999424
MNDR-E-CIRC-0158	circARHGAP5-6	circRNA	Homo sapiens	Heart disease	DOID:114	D006331	28082450	0.999424
MNDR-E-CIRC-0159	circARSP91	circRNA	Homo sapiens	Hepatocellular cancer	DOID:3571	D008113	30655779	0.795006
MNDR-E-CIRC-0160	circARSP91	circRNA	Homo sapiens	Hepatocellular carcinoma	DOID:684	D006528	29144509	1
MNDR-E-CIRC-0161	circATP2B1	circRNA	Homo sapiens	Clear cell renal cell carcinoma	DOID:4467	D002292	29490945	0.999986
MNDR-E-CIRC-0162	circBA9.3	circRNA	Homo sapiens	Chronic lymphocytic leukemia	DOID:1040	D015451	30224298	0.999424
MNDR-E-CIRC-0163	circ-BANP	circRNA	Homo sapiens	Colorectal cancer	DOID:9256	D015179	28103507	0.999424
MNDR-E-CIRC-0164	circBC048201	circRNA	Homo sapiens	Bladder cancer	DOID:11054	D001749	27484176	0.795006
MNDR-E-CIRC-0165	circBC048201	circRNA	Homo sapiens	Liver cancer	DOID:3571	D008113	28969099	0.795006
MNDR-E-CIRC-0166	circBC048201	circRNA	Homo sapiens	Colorectal cancer	DOID:9256	D015179	28103507	0.999687
MNDR-E-CIRC-0167	circBCL11B	circRNA	Homo sapiens	Breast cancer	DOID:1612	D001943	29221160	0.999424
MNDR-E-CIRC-0168	circBcRc-3	circRNA	Homo sapiens	Bladder cancer	DOID:11054	D001749	30285878	1
MNDR-E-CIRC-0169	circBRIP	circRNA	Homo sapiens	Breast cancer	DOID:1612	D001943	29221160	0.999424
MNDR-E-CIRC-0170	circc3P1	circRNA	Homo sapiens	Hepatocellular cancer	DOID:3571	D008113	29608893	0.982118
MNDR-E-CIRC-0171	circC3P1	circRNA	Homo sapiens	Hepatocellular carcinoma	DOID:684	D006528	29608893	0.999424
MNDR-E-CIRC-0172	circCACNA1D	circRNA	Homo sapiens	Heart disease	DOID:114	D006331	29523209	0.795006
MNDR-E-CIRC-0173	circcBL.11	circRNA	Homo sapiens	Colorectal cancer	DOID:9256	D015179	31438886	0.999986
MNDR-E-CIRC-0174	circCDK13	circRNA	Homo sapiens	Liver cancer	DOID:3571	D008113	29658568	0.999424
MNDR-E-CIRC-0175	circ-CER	circRNA	Homo sapiens	Osteoarthritis	DOID:8398	D010003	26931159	0.999993
MNDR-E-CIRC-0176	circciRS-133	circRNA	Homo sapiens	Gastric cancer	DOID:10534	D013274	30412280	1
MNDR-E-CIRC-0177	circciRS-133	circRNA	Homo sapiens	Pancreatic cancer	DOID:1793	D010190	30898507	0.999424
MNDR-E-CIRC-0178	circciRS-133	circRNA	Homo sapiens	Hepatocellular cancer	DOID:3571	D008113	27614453	0.982118
MNDR-E-CIRC-0179	circciRS-133	circRNA	Homo sapiens	Non small cell lung cancer	DOID:3908	D002289	30575911	0.795006
MNDR-E-CIRC-0180	circciRS-133	circRNA	Homo sapiens	Esophageal squamous cell carcinoma		D000077277	30207835	0.982118
MNDR-E-CIRC-0181	circCTDP1	circRNA	Homo sapiens	Bladder cancer	DOID:11054	D001749	27363013	0.795006
MNDR-E-CIRC-0182	circcullin2	circRNA	Homo sapiens	Hepatocellular cancer	DOID:3571	D008113	29844124	0.999986
MNDR-E-CIRC-0183	circDB	circRNA	Homo sapiens	Hepatocellular cancer	DOID:3571	D008113	30546088	0.795006
MNDR-E-CIRC-0184	circDLG1	circRNA	Homo sapiens	Esophageal squamous cell carcinoma		D000077277	30349305	0.999424
MNDR-E-CIRC-0185	circDLGAP4	circRNA	Homo sapiens	Ischemic stroke	DOID:6713	D020521	29114076	0.795006
MNDR-E-CIRC-0186	circEIF3as	circRNA	Homo sapiens	Lung cancer	DOID:1324	D008175	31197975	0.999424
MNDR-E-CIRC-0187	circEKL4	circRNA	Homo sapiens	Lupus nephritis	DOID:0080162	D008181	29499937	0.795006
MNDR-E-CIRC-0188	circETFA	circRNA	Homo sapiens	Breast cancer	DOID:1612	D001943	29221160	0.999424
MNDR-E-CIRC-0189	circEXOC6B-14	circRNA	Homo sapiens	Heart disease	DOID:114	D006331	28082450	0.999424
MNDR-E-CIRC-0190	circFAM169A	circRNA	Homo sapiens	Bladder cancer	DOID:11054	D001749	27484176	0.999687
MNDR-E-CIRC-0191	circFAM169A	circRNA	Homo sapiens	Lung cancer	DOID:1324	D008175	28969099	0.795006
MNDR-E-CIRC-0192	circFAM188A	circRNA	Homo sapiens	Lupus nephritis	DOID:0080162	D008181	29499937	0.982118
MNDR-E-CIRC-0193	circFARSA	circRNA	Homo sapiens	Non small cell lung cancer	DOID:3908	D002289	29722168	0.795006
MNDR-E-CIRC-0194	circFAT1	circRNA	Homo sapiens	Colon cancer	DOID:219	D003110	27892494	0.795006
MNDR-E-CIRC-0195	circGSK3¦Â	circRNA	Homo sapiens	Esophageal squamous cell carcinoma		D000077277	31722716	0.795006
MNDR-E-CIRC-0196	circHECW2	circRNA	Homo sapiens	Drug abuse	DOID:302	D019966	29260931	0.982118
MNDR-E-CIRC-0197	circHIPK3-2	circRNA	Homo sapiens	Heart disease	DOID:114	D006331	28082450	0.999424
MNDR-E-CIRC-0198	circHLA-C	circRNA	Homo sapiens	Lupus nephritis	DOID:0080162	D008181	29499937	0.795006
MNDR-E-CIRC-0199	circHMcU	circRNA	Homo sapiens	Breast cancer	DOID:1612	D001943	32330870	0.982118
MNDR-E-CIRC-0200	circHuR	circRNA	Homo sapiens	Gastric cancer	DOID:10534	D013274	31718709	0.999986
MNDR-E-CIRC-0201	circIPO11	circRNA	Homo sapiens	Liver cancer	DOID:3571	D008113	28727484	0.795006
MNDR-E-CIRC-0202	circIRAS	circRNA	Homo sapiens	Pancreatic ductal adenocarcinoma	DOID:3498	D021441	30064461	0.999424
MNDR-E-CIRC-0203	circ-KIAA1244	circRNA	Homo sapiens	Gastric cancer	DOID:10534	D013274	30236115	0.999424
MNDR-E-CIRC-0204	circ-KLDHC10	circRNA	Homo sapiens	Colorectal cancer	DOID:9256	D015179	26138677	0.982118
MNDR-E-CIRC-0204	circ-KLDHC10	circRNA	Homo sapiens	Colorectal cancer	DOID:9256	D015179	28134598	0.982118
MNDR-E-CIRC-0205	circKLHL24-8	circRNA	Homo sapiens	Heart disease	DOID:114	D006331	28082450	0.999424
MNDR-E-CIRC-0206	circMB-2	circRNA	Homo sapiens	Heart disease	DOID:114	D006331	28082450	0.999424
MNDR-E-CIRC-0207	circMED13	circRNA	Homo sapiens	Breast cancer	DOID:1612	D001943	29221160	0.999424
MNDR-E-CIRC-0208	circMYBPC3-3	circRNA	Homo sapiens	Heart disease	DOID:114	D006331	28082450	0.999424
MNDR-E-CIRC-0209	circMYH7-4	circRNA	Homo sapiens	Heart disease	DOID:114	D006331	28082450	0.999424
MNDR-E-CIRC-0210	circMYL2-2	circRNA	Homo sapiens	Heart disease	DOID:114	D006331	28082450	0.999424
MNDR-E-CIRC-0211	circMYO9B	circRNA	Homo sapiens	Breast cancer	DOID:1612	D001943	29702064	0.795006
MNDR-E-CIRC-0212	circMYOD	circRNA	Homo sapiens	Cardiovascular disease	DOID:1287	D002318	28676412	0.795006
MNDR-E-CIRC-0213	circN4BP2L2-8	circRNA	Homo sapiens	Heart disease	DOID:114	D006331	28082450	0.999424
MNDR-E-CIRC-0214	circNEBL-19	circRNA	Homo sapiens	Heart disease	DOID:114	D006331	28082450	0.999424
MNDR-E-CIRC-0215	circNEBL-23	circRNA	Homo sapiens	Heart disease	DOID:114	D006331	28082450	0.999424
MNDR-E-CIRC-0216	circNFIB1	circRNA	Homo sapiens	Pancreatic cancer	DOID:1793	D010190	32366257	0.982118
